local_work_id,work_group_id,mapping_status,mapping_confidence,identity_source,verification_status,canonical_title,canonical_author,canonical_publisher,canonical_year,isbn_10,isbn_13,doi,ocaid,lccn,primary_identifier_type,primary_identifier,document_type,external_url,ol_work_key,ol_edition_key,openlibrary_action,local_pdf_count,local_folders,local_paths_json,notes
OLP-51E642A9964AB05B,parent:itdp-tod-standard-2-1-2014,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,"TOD Standard, Version 2.1",Institute for Transportation and Development Policy,Institute for Transportation and Development Policy; Despacio,2014,,,,,,url,https://www.itdp.in/wp-content/uploads/2014/04/01.TOD-Standard_Final.pdf,manual,https://www.itdp.in/wp-content/uploads/2014/04/01.TOD-Standard_Final.pdf,,,CREATE_RECORD_CANDIDATE,3,DOT estándar,"[""5 DOT y planeación urbana (Gregor Wessels)/DOT estándar/DOT Estándar 2.1 (Copia en conflicto de Despacio org 2024-11-15).pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOT estándar/DOT Estándar 2.1.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOT estándar/ITDP TOD Standard_Final_ITDP.pdf""]","Second local copy of the same verified 2014 Version 2.1 publication; group it with the parent work rather than creating another record | Official ITDP copy and current ITDP history page verify the title, responsible organization, publishers, March 2014 date, version, and 77-page manual format; the printed ISBN is an explicit placeholder and is not recorded | Alternate local filename/copy of the same verified 2014 Version 2.1 publication; group it with the parent work rather than creating another record"
OLP-0D1DB5E59906057D,parent:land-lines-january-2010,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,"Land Lines, January 2010",Ann LeRoyer,Lincoln Institute of Land Policy,2010,,,,,,url,https://www.lincolninst.edu/publications/issues/land-lines-january-2010/,serial-issue,https://www.lincolninst.edu/publications/issues/land-lines-january-2010/,,,EXTERNAL_OR_LOCAL_ONLY,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/1743_963_Land Lines January 2010.pdf""]",Verified quarterly newsletter issue; not an Open Library book candidate
OLP-8B1BF0C7C27E77D4,parent:land-lines-july-2008,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,"Land Lines, July 2008",Ann LeRoyer,Lincoln Institute of Land Policy,2008,,,,,,url,https://www.lincolninst.edu/publications/issues/land-lines-july-2008/,serial-issue,https://www.lincolninst.edu/publications/issues/land-lines-july-2008/,,,EXTERNAL_OR_LOCAL_ONLY,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/1411_727_Final July 2008 07.pdf""]",Verified quarterly newsletter issue; not an Open Library book candidate
OLP-73CDBB96E8BF73B1,parent:land-lines-smolka-plusvalias-2012,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Una nueva mirada a la recuperación de plusvalías en América Latina,Martim O. Smolka,Lincoln Institute of Land Policy,2012,,,,,,url,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2137_1462_Una_nueva_mirada_a_la_recuperacion_de_plusvalias_0712LLSP.pdf,article,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2137_1462_Una_nueva_mirada_a_la_recuperacion_de_plusvalias_0712LLSP.pdf,,,EXTERNAL_OR_LOCAL_ONLY,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/SMOLKA MARTIM 2012 Una nueva mirada a la recuperacion de_plusvalias.pdf""]",Official Lincoln Institute copy verifies this as a July 2012 Land Lines article rather than a standalone book
OLP-9180F5907316D4A5,parent:latimes-sprawl-warming-2008,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Legislature Takes Aim at Urban Sprawl and Global Warming,Margot Roosevelt,Los Angeles Times,2008,,,,,,url,https://www.latimes.com/archives/la-xpm-2008-aug-21-me-sprawl21-story.html,newspaper-article,https://www.latimes.com/archives/la-xpm-2008-aug-21-me-sprawl21-story.html,,,EXTERNAL_OR_LOCAL_ONLY,1,Smart Growth,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/LA law to taclke sprawl and global warming.pdf""]","Local one-page newspaper capture verifies the title, author, newspaper, date of 21 August 2008, and article type; it is not an Open Library book"
OLP-3CE347587191A2BF,parent:lineamientos-politica-nacional-dots-2020,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Guidelines for a National DOTS Policy in Colombia,Consorcio SIGMA Gestión de Proyectos – Despacio,Findeter,2020,,,,,,url,https://bibliotecadigital.findeter.metabiblioteca.com/handle/001/9617,report,https://bibliotecadigital.findeter.metabiblioteca.com/handle/001/9617,,,CREATE_RECORD_CANDIDATE,3,Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO); Recomendaciones de política- DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Lineamientos para una política nacional DOTS_Executive_Summary.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Lineamientos para una política nacional DOTS_Resumen Ejecutivo.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Recomendaciones de política- DOTS/CCAP_Politica DOTS_Resumen Ejecutivo V5_FINAL.pdf""]","English-language executive summary carrying the same sections, objectives and four strategic proposals as the published Spanish edition; an alternate-language edition of the same intellectual work | Designed, published executive summary; the Findeter institutional repository record at handle 001/9617, dated August 2020, confirms the title and corporate publisher, and matches the Colombia TOD-NAMA / NAMA Facility / CCAP / CIUDAT credit line printed inside the local PDF | Word-produced draft labelled 'V5_FINAL' of the executive summary later issued as the designed Findeter publication; identical sections, objectives and four strategic proposals, so the same intellectual work in an earlier version"
OLP-7D98B5692364F405,parent:managing-urban-environment-lima-2018,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,"Managing the Urban Environment - Lima, Peru",David J. Edelman,LAP LAMBERT Academic Publishing,2018,,9786137341308,,,,isbn_13,9786137341308,book,https://www.daap.uc.edu/content/dam/refresh/daap-62/documents/news-events/daapcares-presentation-2018.pdf,,,CREATE_RECORD_CANDIDATE,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Managing the urban environment - Lima, Peru - David Edelman.pdf""]",Full book and checksum-valid ISBN verified visually on the local wraparound cover
OLP-1517DE7AA69C86B2,parent:managing-urban-environment-santo-domingo-2019,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,"Managing the Urban Environment - Santo Domingo, the Dominican Republic",David J. Edelman,LAP LAMBERT Academic Publishing,2019,,9786139446896,,,,isbn_13,9786139446896,book,https://www.abebooks.com/9786139446896/Managing-Urban-Environment-Santo-Domingo-6139446899/plp,,,CREATE_RECORD_CANDIDATE,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Managing the urban environment - Santo Domingo, DomRep - David Edelman.pdf""]",Full book and checksum-valid ISBN verified visually on the local wraparound cover
OLP-4D08149D47FDE1D1,parent:martens-griethuysen-abc-1999,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,The ABC Location Policy in the Netherlands: The Right Business at the Right Place,M. J. Martens; S. van Griethuysen,TNO Inro,1999,,,,,,url,https://www.gov.wales/sites/default/files/publications/2018-10/application-of-accessibility-methodologies-to-land-use-planning.pdf,report,https://www.gov.wales/sites/default/files/publications/2018-10/application-of-accessibility-methodologies-to-land-use-planning.pdf,,,CREATE_RECORD_CANDIDATE,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/abc dutch planning.pdf""]","Local TRANSLAND report title page and government bibliography verify the title, authors, publisher, 3 September 1999 date, and report context"
OLP-CE03A237F557C0F3,parent:melendez-bogota-location-model-2014,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Estimation of a Location Model of Land Uses in the City of Bogotá for the Assessment of a Transit-Oriented Development (TOD) Scheme in a BRT Corridor,David Francisco Meléndez Guevara,Universidad de los Andes,2014,,,,,,local_work,OLP-CE03A237F557C0F3,dissertation,,,,CREATE_RECORD_CANDIDATE,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/U Andes David Melendez Th II  Eng 8 Final.pdf""]","Local thesis title and approval pages verify the canonical title, author, institution, January 2014 date, degree, adviser, and document type; the national RedCol index independently lists this Universidad de los Andes thesis and year"
OLP-8D8DB88A04DB69ED,parent:mendoza-ihs-2005,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Value Capture for Funding Colombian BRTS Infrastructure: The Case of Transmilenio in Bogotá,Camilo Mendoza,"Institute for Housing and Urban Development Studies (IHS), Erasmus University Rotterdam",2005,,,,,,local_work,OLP-8D8DB88A04DB69ED,dissertation,,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/X. Mendoza - Master Thesis - Value capture for funding Colombian BRTs.pdf""]","Title page verifies the title, the author, supervisor Peter Pol, the report number UMD-1-08, the UMD1 master course running 6 October 2004 to 23 September 2005 and the imprint 'Rotterdam, September 2005'; the year 2004 recorded earlier was the course start, not the publication year; no public IHS or Erasmus repository record was located"
OLP-1EACD1F3B5BC7190,parent:meza-llinas-uninorte-2021,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Evaluando el potencial del desarrollo orientado al transporte considerando las preferencias y percepciones de los ciudadanos,Verónica Meza Llinás,Universidad del Norte,2021,,,,,,url,https://manglar.uninorte.edu.co/handle/10584/10958,dissertation,https://manglar.uninorte.edu.co/handle/10584/10958,,,CREATE_RECORD_CANDIDATE,1,DOTS Colombia,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2021_Potencial_DOTS.pdf""]","Despite the local filename this is not a Transmilenio DOTS study: the title page and project sheet identify a Magíster en Ingeniería Civil thesis by Verónica Meza Llinás, tutor Julián Alberto Arellana Ochoa, Universidad del Norte, Barranquilla, December 2021; the Manglar repository record confirms title, author and year"
OLP-3A816D5673C1F420,parent:morning-star-land-hoarding-2006,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,The Simple Way to End Land Hoarding,Jerry Jones,Morning Star,2006,,,,,,url,https://www.labourland.org/land-value-tax-in-the-news/,newspaper-article,https://www.labourland.org/land-value-tax-in-the-news/,,,EXTERNAL_OR_LOCAL_ONLY,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/LAND TAX Jerry Jones M Star 1 Feb 06.pdf""]","Single newspaper page dated 1 February 2006; title, author, newspaper, and date verified visually and corroborated by the Labour Land Campaign index"
OLP-BCC4D9D43AF8A3F7,parent:movilizacion-social-valorizacion-tierra-2007,AUTHORITY_MAPPED,1.000,verified_manifest,PARENT_COMPONENT,Movilización social de la valorización de la tierra: casos latinoamericanos,María Clara Vejarano; Martim O. Smolka,Lincoln Institute of Land Policy,2007,,,,,,url,https://www.lincolninst.edu/publications/other/movilizacion-social-la-valorizacion-la-tierra,book,https://www.lincolninst.edu/publications/other/movilizacion-social-la-valorizacion-la-tierra,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/SALGAD~1.PDF""]","The local PDF is labelled 'DOCUMENTO 2 DE 2' of the Colombia case study 'Bogotá, D.C. primera experiencia de recuperación de la plusvalía urbana para la colectividad en el marco de la Ley de Desarrollo Territorial' by Sandra V. Salgado, Alexander Sierra, Magda Montaña and María Clara Vejarano; it is one chapter of the Lincoln Institute compilation, not a standalone book"
OLP-B06DF104220F04E5,parent:national-bank-montreal-lvc-2014,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Land Value Capture as a Source of Funding of Public Transit for Greater Montréal,George Hazel Consultancy Ltd; Edinburgh-Rail Ltd,National Bank of Canada,2014,,,,,,url,https://files.newswire.ca/1362/Land_Value.pdf,report,https://files.newswire.ca/1362/Land_Value.pdf,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/NBC-CA-Land-ValueCapture2.pdf""]","Full report title and imprint pages verify the title, preparing organizations, commissioning publisher, October 2014 date, and report format"
OLP-B3302690A6C0BC48,parent:nzta-research-report-333-2007,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Integrating land use and transport planning,M. Ward; J. Dixon; B. Sadler; J. Wilson,Land Transport New Zealand,2007,,9780478287462,,,,isbn_13,9780478287462,report,https://www.nzta.govt.nz/resources/research/reports/333,,,CREATE_RECORD_CANDIDATE,1,Planeación territorial,"[""5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport planning New Zealand.pdf""]","Official NZ Transport Agency catalog page verifies title, authors, publisher, report number, date, pagination, and checksum-valid ISBN"
OLP-2C883D684EF40067,parent:oranga-equity-tod-2015,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Measuring Equity in Transit-Oriented Development: Application to Affordable Housing,Beryl Oranga,SIT Graduate Institute,2015,,,,,,url,https://digitalcollections.sit.edu/capstones/2811/,capstone,https://digitalcollections.sit.edu/capstones/2811/,,,CREATE_RECORD_CANDIDATE,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/Measuring Equity in Transit-Oriented Development_ Application to.pdf""]","Official SIT digital collection verifies the canonical title, author, institution, year, degree, advisers, capstone identifier, and document type"
OLP-C76EFDCDC70133F6,parent:ouramazingplanet-sprawling-cities-2010,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Sprawling Cities Getting Hotter Faster,OurAmazingPlanet Staff,OurAmazingPlanet,2010,,,,,,url,https://www.livescience.com/archive/2010/06,news-article,https://www.livescience.com/archive/2010/06,,,EXTERNAL_OR_LOCAL_ONLY,1,Smart Growth,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Sprawling Cities Getting Hotter.pdf""]","Local two-page web capture and Live Science archive verify the title, corporate byline, publication, date of 23 June 2010, and article type; it is not an Open Library book"
OLP-C6EB682181E2B8E5,parent:pardo-calderon-tnm-dots-2014,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Integración de Transporte no Motorizado y DOTS,Carlos Felipe Pardo; Patricia Calderón Peña,Cámara de Comercio de Bogotá; Fundación Despacio,2014,,9789585767454,,,,isbn_13,9789585767454,book,https://bibliotecadigital.ccb.org.co/items/c040679c-44a6-421c-8aa7-05e994c578d7,,,CREATE_RECORD_CANDIDATE,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Integración de transporte no motorizado y DOTS 2014.pdf""]","Official Cámara de Comercio de Bogotá repository and publication copy verify the title, authors, publishers, year, description, handle, and checksum-valid ISBN"
OLP-04487432259C4A11,parent:parra-ciudad-transporte-genero-2021,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,"Ciudad, transporte y género: la movilidad urbana en el desarrollo sostenible de Villavicencio",María Fernanda Parra Mosquera,Universidad de los Andes,2021,,,,,,url,https://hdl.handle.net/1992/54341,dissertation,https://hdl.handle.net/1992/54341,,,CREATE_RECORD_CANDIDATE,1,DOTS Colombia,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2021-Ciudad, transporte y genero-MFP.pdf""]","Colombian national repository aggregator and Universidad de los Andes handle record verify the canonical title, author, institution, year, resource type, and repository identifier"
OLP-D468F8E71EEEE47B,parent:pendall-land-use-regulations-2006,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,From Traditional to Reformed: A Review of the Land Use Regulations in the Nation's 50 Largest Metropolitan Areas,Rolf Pendall; Robert Puentes; Jonathan Martin,Brookings Institution,2006,,,,,,url,https://www.brookings.edu/wp-content/uploads/2016/06/20060802_pendall.pdf,research-brief,https://www.brookings.edu/wp-content/uploads/2016/06/20060802_pendall.pdf,,,CREATE_RECORD_CANDIDATE,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/land-use-regulations-USA.pdf""]","Official Brookings full report verifies the canonical title, three authors, publisher, August 2006 date, research-brief series, and pagination"
OLP-0F372063BFF2D071,parent:plan-parcial-centro-san-bernardo,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Centro San Bernardo – Plan Parcial,RenoBo - Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.,RenoBo - Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.,2024,,,,,,url,https://renobo.com.co/es/proyectos/centro-san-bernardo-plan-parcial,web-capture,https://renobo.com.co/es/proyectos/centro-san-bernardo-plan-parcial,,,EXTERNAL_OR_LOCAL_ONLY,1,Proyectos DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/Plan_Parcial_San_Bernardo.pdf""]","Three-page browser capture taken 12 January 2024 of RenoBo's project page for the Plan Parcial de Renovación Urbana Centro San Bernardo; renobo.com.co refuses automated requests but the page is indexed and mirrored by the Secretaría Distrital de Planeación; a web page capture, not an Open Library book"
OLP-851F027880085BA7,parent:pmss-bogota-dts-2023,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Documento Técnico de Soporte del Plan de Movilidad Sostenible y Segura de Bogotá D.C.,Secretaría Distrital de Movilidad de Bogotá,Secretaría Distrital de Movilidad de Bogotá,2023,,,,,,url,https://www.movilidadbogota.gov.co/plan-de-movilidad-sostenible-y-segura,planning-document,https://www.movilidadbogota.gov.co/plan-de-movilidad-sostenible-y-segura,,,CREATE_RECORD_CANDIDATE,1,PMMS Bogota 2023,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/PMMS Bogota 2023/DTS.pdf""]","1,395-page technical support document issued with Decreto 497 de 2023 and published in Registro Distrital 7845 of October 2023; the internal reference DPM-009-2023 and the Secretaría Distrital de Movilidad masthead verify the responsible entity; movilidadbogota.gov.co could not be reached from this network, while the adopting decree page at alcaldiabogota.gov.co responded"
OLP-1C12A5D3A6B92C23,parent:pot-bogota-dts-2021,AUTHORITY_MAPPED,1.000,verified_manifest,PARENT_COMPONENT,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,,,,,,url,https://www.sdp.gov.co/micrositios/pot/documentos,planning-document,https://www.sdp.gov.co/micrositios/pot/documentos,,,CREATE_RECORD_CANDIDATE,7,DTS,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/anexo28-guia_formulacion_actuaciones_estrategicas.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/anexo29-actuacion_estrategica_reverdecer_sur.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroi_componente_general.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroii_componente_urbano.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroiii_componente_rural_0.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_libroiv_instrumentos_072021.pdf"", ""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/dts_librov_programasproyectos_072021.pdf""]","Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Anexo 28. Guía de formulación de las Actuaciones Estratégicas - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Anexo 29. Actuación Estratégica Reverdecer del Sur - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 1. Componente General - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 2. Componente Urbano - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 3. Componente Rural - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 4. Instrumentos de planeación, gestión y financiación - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network | Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Libro 5. Programas y Proyectos - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network"
OLP-B9EBCD2A5F341487,parent:proyecto-acuerdo-pot-bogota-2021,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,"Proyecto de Acuerdo del Plan de Ordenamiento Territorial de Bogotá D.C. presentado al Concejo de Bogotá, septiembre de 2021","Alcaldía Mayor de Bogotá, D.C.; Secretaría Distrital de Planeación",Concejo de Bogotá D.C.,2021,,,,,,url,https://www.sdp.gov.co/micrositios/pot/documentos,legal-document,https://www.sdp.gov.co/micrositios/pot/documentos,,,EXTERNAL_OR_LOCAL_ONLY,1,Acuerdo,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/Acuerdo/proyecto-de-acuerdo-pot-2021_concejo.pdf""]","463-page draft agreement filed with the Concejo de Bogotá in September 2021, later superseded by Decreto Distrital 555 de 2021; a legislative bill rather than a published book; sdp.gov.co did not respond from this network"
OLP-63840B009ADD2066,parent:quintero-dots-colombia-2019,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Desarrollo Orientado al Transporte Sostenible (DOTS): Una prospectiva para Colombia,Julián Rodrigo Quintero González,Universidad Nacional de Colombia,2019,,,10.15446/bitacora.v29n3.65979,,,doi,10.15446/bitacora.v29n3.65979,article,https://revistas.unal.edu.co/index.php/bitacora/article/view/65979,,,EXTERNAL_OR_LOCAL_ONLY,1,DOTS Colombia,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2019_DOTS_Una prospectiva para Colombia.pdf""]","Official Bitácora Urbano Territorial record verifies the title, author, publisher, year, volume, issue, pages, and DOI; this is a journal article rather than a book"
OLP-020A67635190BDE7,parent:rezende-furtado-oodc-2011,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Revisão bibliográfica comentada dos fundamentos da Outorga Onerosa do Direito de Construir – OODC,Vera F. Rezende; Fernanda Furtado; M. Teresa C. Oliveira; Pedro Jorgensen Jr.,"Revista de Direito da Cidade, Universidade do Estado do Rio de Janeiro",2011,,,,,,url,https://www.e-publicacoes.uerj.br/rdc/article/view/9853,article,https://www.e-publicacoes.uerj.br/rdc/article/view/9853,,,EXTERNAL_OR_LOCAL_ONLY,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/REZENDE VERA FURTADO FERNANDA Revisao bibliografica comentada dos fundamentos da outorga onerosa do direito de construir OODC.pdf""]","Journal article, Revista de Direito da Cidade vol. 3 no. 2 (2011), pp. 156-205, with collaboration by Isabela Bacellar; the local PDF's first page and its embedded document title confirm the exact title and the four credited authors; the UERJ e-publicações host did not respond during this session"
OLP-0E0DB8DBE0E26A16,parent:rodriguez-vergel-brt-bogota-quito-2014,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Desarrollo urbano orientado a los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Quito y Bogotá,Daniel A. Rodríguez; Erik Vergel; William Fernando Camargo Triana,Lincoln Institute of Land Policy,2014,,,,,,url,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2456_1803_Rodriguez%20WP14DR1SP.pdf,working-paper,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2456_1803_Rodriguez%20WP14DR1SP.pdf,,,CREATE_RECORD_CANDIDATE,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Rodriguez Vergel 2014Mar13 BRT-OD Bogota Quito.pdf""]","Official Lincoln Institute working-paper copy verifies the title, authors and supporting author, publisher, 2014 date, and product code WP14DR1SP"
OLP-B2DDC90F423B5844,parent:rojas-parra-papel-politico-2006,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,"Aportes para a melhoria da gestão do transporte público por ônibus de Bogotá, a partir das experiências de Belo Horizonte e Curitiba",Fernando Rojas Parra,Pontificia Universidad Javeriana,2006,,,,,,url,https://dialnet.unirioja.es/servlet/articulo?codigo=2527104,article,https://dialnet.unirioja.es/servlet/articulo?codigo=2527104,,,EXTERNAL_OR_LOCAL_ONLY,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/ROJASF~1.PDF""]","Papel Político (Bogotá) vol. 11 no. 2, julio-diciembre 2006, pp. 557-594; the local PDF uses a shifted font encoding whose decoded title block and running head confirm the journal, volume, issue and the author's Javeriana affiliation; a journal article, not an Open Library book"
